nct_id,brief_title,search_condition,conditions,sponsor,sponsor_class,enrollment_count,num_arms,total_sites,num_countries,start_date,completion_date,has_participant_flow,total_started,total_completed,total_discontinued,dropout_rate,discontinuation_reasons,top_dropout_reason,top_dropout_reason_count,num_periods
NCT01302392,A Study of Carfilzomib vs Best Supportive Care in Subjects With Relapsed and Refractory Multiple Myeloma,cardiovascular disease,Multiple Myeloma,Amgen,INDUSTRY,315,2,68,19,2010-09,2015-09,True,315,307,8,2.5,Withdrawal by Subject (7); Lost to Follow-up (1),Withdrawal by Subject,7.0,1
NCT04102189,A Research Study on How Well Semaglutide Works in Adolescents With Overweight or Obesity,obesity,Overweight; Obesity,Novo Nordisk A/S,INDUSTRY,201,2,51,8,2019-10-07,2022-03-28,True,201,196,5,2.5,Withdrawal by Subject (3); Withdrawal by parent/guardian (1); Lost to Follow-up (1),Withdrawal by Subject,3.0,1
NCT00335452,Clopidogrel Optimal Loading Dose Usage to Reduce Recurrent EveNTs/Optimal Antiplatelet Strategy for InterventionS,cardiovascular disease,Acute Coronary Disease; Angina Unstable,Sanofi,INDUSTRY,25086,4,38,38,2006-06,2009-09,True,25086,24491,595,2.4,Death (587); Lost to Follow-up (8),Death,587.0,1
NCT02791490,A Study of the Safety and Efficacy of Sitagliptin Addition During Metformin Up-titration (MK-0431-848),diabetes type 2,Type 2 Diabetes Mellitus,Merck Sharp & Dohme LLC,INDUSTRY,458,2,0,0,2016-06-16,2018-02-01,True,458,447,11,2.4,Withdrawal by Subject (8); Lost to Follow-up (3),Withdrawal by Subject,8.0,1
NCT01830140,A Safety Study of Bimatoprost in Patients With Glaucoma or Ocular Hypertension,hypertension,Glaucoma; Ocular Hypertension,Allergan,INDUSTRY,466,2,2,1,2013-07,2014-05,True,466,455,0,2.4,,,,1
NCT00383019,A Study Comparing Xalacom And Xalatan In Patients With Primary Open Angle Glaucoma (POAG) Or Ocular Hypertension (OH).,hypertension,Glaucoma; Ocular Hypertension,Pfizer's Upjohn has merged with Mylan to form Viatris Inc.,INDUSTRY,300,2,54,1,2006-11-14,2007-10-01,True,289,282,7,2.4,Adverse Event (6); Withdrawal by Subject (1),Adverse Event,6.0,1
NCT03389555,"Ascorbic Acid, Corticosteroids, and Thiamine in Sepsis (ACTS) Trial",metabolic syndrome,Sepsis; Septic Shock; Metabolic Disturbance,Beth Israel Deaconess Medical Center,OTHER,205,2,13,1,2018-02-09,2020-02-28,True,205,200,5,2.4,Protocol Violation (4); Death (1),Protocol Violation,4.0,1
NCT00006305,Bypass Angioplasty Revascularization Investigation in Type 2 Diabetes,diabetes type 2,"Coronary Disease; Cardiovascular Diseases; Heart Diseases; Insulin Resistance; Diabetes Mellitus; Diabetes Mellitus, Non-Insulin-Dependent",University of Pittsburgh,OTHER,2368,4,0,0,2000-09,2009-03,True,2368,2312,56,2.4,Withdrawal by Subject (56),Withdrawal by Subject,56.0,1
NCT04795531,"A Research Study to Compare Two Types of Insulin, a New Insulin, Insulin Icodec and an Available Insulin, Insulin Degludec, in People With Type 2 Diabetes Who Have Not Used Insulin Before (ONWARDS 3)",diabetes type 2,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY,588,2,93,12,2021-03-24,2022-06-23,True,588,574,14,2.4,Withdrawal by Subject (8); Death (3); Physician Decision (2); Lost to Follow-up (1),Withdrawal by Subject,8.0,1
NCT01877915,"A Study to Assess the Effectiveness and Safety of Rivaroxaban in Reducing the Risk of Death, Myocardial Infarction or Stroke in Participants With Heart Failure and Coronary Artery Disease Following an Episode of Decompensated Heart Failure",cardiovascular disease,Heart Failure; Coronary Artery Disease,"Janssen Research & Development, LLC",INDUSTRY,5081,2,563,32,2013-09-10,2018-04-19,True,5022,4900,122,2.4,Withdrawal by Subject (97); Lost to Follow-up (19); Other (6),Withdrawal by Subject,97.0,1
NCT02111564,A Study of Rivaroxaban (JNJ-39039039) on the Venous Thromboembolic Risk in Post-Hospital Discharge Patients,cardiovascular disease,Heart Failure; Respiratory Insufficiency; Stroke Acute; Infectious Diseases; Rheumatic Diseases,"Janssen Research & Development, LLC",INDUSTRY,12024,2,595,37,2014-01-07,2018-05-03,True,12019,11745,274,2.3,Death (229); Withdrawal by Subject (40); Lost to Follow-up (5),Death,229.0,1
NCT03015220,Safety and Efficacy of Oral Semaglutide Versus Dulaglutide Both in Combination With One OAD (Oral Antidiabetic Drug) in Japanese Subjects With Type 2 Diabetes,diabetes type 2,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY,458,4,34,1,2017-01-10,2018-07-12,True,458,448,10,2.2,Withdrawal by Subject (9); Lost to Follow-up (1),Withdrawal by Subject,9.0,1
NCT02741245,A Study of the Efficacy and Safety of MK-0653H in Japanese Participants With Hypercholesterolemia (MK-0653H-832),dyslipidemia,Hypercholesterolemia,Organon and Co,INDUSTRY,321,5,0,0,2016-06-09,2017-01-18,True,321,314,7,2.2,Adverse Event (4); Protocol Violation (2); Withdrawal by Subject (1),Adverse Event,4.0,1
NCT06005597,Study of Obicetrapib & Ezetimibe Fixed Dose Combination on Top of Maximum Tolerated Lipid-Modifying Therapies,cardiovascular disease,Dyslipidemias; Hypercholesterolemia; Familial Hypercholesterolemia; ASCVD; High Cholesterol,NewAmsterdam Pharma,INDUSTRY,407,4,45,1,2024-03-01,2024-10-16,True,407,398,9,2.2,Lost to Follow-up (6); Death (3),Lost to Follow-up,6.0,1
NCT01880736,A Trial Investigating the Efficacy and Safety of Flexible vs. Fixed Dosing and Simple vs. Stepwise Titration With Once Daily (OD) Insulin Degludec in Inadequately Treated Subjects With Type 2 Diabetes,diabetes type 2,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY,458,4,40,1,2013-06,2014-04,True,458,448,10,2.2,Withdrawal Criteria (9); Adverse Event (1),Withdrawal Criteria,9.0,1
NCT01103960,"An Eight-week Randomized,Double-blind Study to Evaluate the Efficacy and Safety of Fixed-dose Combinations of T80+A5 Versus A5 Monotherapy in Patients With Hypertension Who Fail to Respond Adequately to Treatment With A5 Monotherapy",cardiovascular disease,Hypertension,Boehringer Ingelheim,INDUSTRY,324,2,16,3,2010-07,,True,324,317,7,2.2,Adverse Event (3); Withdrawal by Subject (3); Other (1),Adverse Event,3.0,1
NCT04024072,To Compare the Safety and Efficacy of Perrigo's Product to an FDA Approved Product for the Treatment of Glaucoma or Ocular Hypertension in Both Eyes,hypertension,"Glaucoma, Open-Angle; Ocular Hypertension",Padagis LLC,INDUSTRY,495,2,1,1,2019-06-24,2020-04-30,True,495,484,0,2.2,,,,1
NCT00526474,Trial to Assess the Effects of Vorapaxar (SCH 530348; MK-5348) in Preventing Heart Attack and Stroke in Patients With Atherosclerosis (TRA 2°P - TIMI 50) (P04737),cardiovascular disease,Atherosclerosis; Ischemia; Myocardial Infarction; Cerebrovascular Accident; Peripheral Arterial Disease,Merck Sharp & Dohme LLC,INDUSTRY,26449,2,0,0,2007-09-01,2011-12-01,True,26449,25885,0,2.1,,,,1
NCT02059278,Safety and Efficacy of T-2345 Compared to Xalatan in Subjects With Primary Open Angle Glaucoma or Ocular Hypertension,hypertension,Primary Open Angle Glaucoma; Ocular Hypertension,Nephron Pharmaceuticals Corporation,INDUSTRY,335,2,1,1,2014-01,2015-01,True,335,328,7,2.1,Withdrawal by Subject (3); Adverse Event (2); Lost to Follow-up (1); Ran out of IP and decided to discontinue (1),Withdrawal by Subject,3.0,1
NCT01565941,Heart And Lung Failure - Pediatric INsulin Titration Trial,cardiovascular disease,Heart Failure; Respiratory Failure,Boston Children's Hospital,OTHER,713,2,35,3,2012-04,2018-02,True,713,698,15,2.1,Randomized; did not receive intevention (10); Withdrawn by parent/guardian (5),Randomized; did not receive intevention,10.0,1
NCT01231373,Polidocanol Endovenous Microfoam (PEM) Versus Vehicle for the Treatment of Saphenofemoral Junction (SFJ) Incompetence,cardiovascular disease,Varicose Veins,Boston Scientific Corporation,INDUSTRY,235,4,12,1,2010-11,2014-08,True,235,230,5,2.1,Withdrew consent prior to randomization (3); Lost to Follow-up (1); Withdrew Consent (1),Withdrew consent prior to randomization,3.0,1
NCT04462536,Efficacy and Safety of Nerinetide in Participants With Acute Ischemic Stroke Undergoing Endovascular Thrombectomy Excluding Thrombolysis,cardiovascular disease,"Stroke, Acute",NoNO Inc.,INDUSTRY,850,2,81,9,2020-12-06,2023-08-31,True,850,832,18,2.1,Withdrawal by Subject (12); Lost to Follow-up (6),Withdrawal by Subject,12.0,1
NCT01720446,Trial to Evaluate Cardiovascular and Other Long-term Outcomes With Semaglutide in Subjects With Type 2 Diabetes,diabetes type 2,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY,3297,4,253,21,2013-02-21,2016-03-15,True,3297,3232,65,2.0,Lost to Follow-up (50); Withdrawal by Subject (15),Lost to Follow-up,50.0,1
NCT01827046,Minimally Invasive Surgery Plus Rt-PA for ICH Evacuation Phase III,cardiovascular disease,Intracerebral Hemorrhage,Johns Hopkins University,OTHER,499,2,84,9,2013-12-30,2018-09,True,499,489,10,2.0,Lost to Follow-up (6); Withdrawal by Subject (4),Lost to Follow-up,6.0,1
NCT02596126,Secondary Prevention of Cardiovascular Disease in the Elderly Trial,cardiovascular disease,Myocardial Infarction; Cardiovascular Disease,Fundación Centro Nacional de Investigaciones Cardiovasculares Carlos III,OTHER,2499,2,113,7,2016-07,2022-03-31,True,2499,2450,49,2.0,Lost to Follow-up (33); Protocol Violation (16),Lost to Follow-up,33.0,1
NCT00141453,ORIENT: Olmesartan Reducing Incidence of End Stage Renal Disease in Diabetic Nephropathy Trial,diabetes type 2,Diabetic Nephropathy; Type 2 Diabetes Mellitus; Proteinuria,"Daiichi Sankyo Co., Ltd.",INDUSTRY,577,2,2,2,2003-04,2009-01,True,577,566,11,1.9,Protocol Violation (11),Protocol Violation,11.0,1
NCT01959529,A Trial Comparing Cardiovascular Safety of Insulin Degludec Versus Insulin Glargine in Subjects With Type 2 Diabetes at High Risk of Cardiovascular Events,diabetes type 2,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY,7637,2,446,20,2013-10-29,2016-10-16,True,7637,7489,148,1.9,Other (138); Lost to Follow-up (5); Hypoglycaemia (2); Lack of glycaemic control (2); Adverse event (not hypoglycaemia) (1),Other,138.0,1
NCT06834490,Safety and Efficacy of Sequential Therapy With Mexidol® in Patients With Chronic Cerebral Ischemia,cardiovascular disease,Chronic Cerebral Ischemia,Pharmasoft,INDUSTRY,318,2,14,2,2019-11-05,2020-12-08,True,318,312,0,1.9,,,,1
NCT01975246,Add-on to Micamlo BP Trial,cardiovascular disease,Hypertension,Boehringer Ingelheim,INDUSTRY,309,2,30,1,2013-11,2014-07,True,309,303,6,1.9,Adverse Event (3); Lack of Efficacy (1); Protocol Violation (1); Other than stated (1),Adverse Event,3.0,1
NCT02914509,Phase 3 Study Evaluating Safety and Efficacy of OTX-TP in Subjects With OAG or OHT,hypertension,Open Angle Glaucoma; Ocular Hypertension,"Ocular Therapeutix, Inc.",INDUSTRY,565,2,10,1,2016-11-07,2019-03-30,True,565,554,0,1.9,,,,1
NCT00558064,Filtered Trial for Amlodipine Non-responder,cardiovascular disease,Hypertension,Boehringer Ingelheim,INDUSTRY,531,0,41,1,2007-10,,True,531,521,10,1.9,Adverse Event (5); Lack of Efficacy (1); Protocol Violation (1); Lost to Follow-up (1); Withdrawal by Subject (1); No visit within allowance period (1),Adverse Event,5.0,1
NCT00443053,Evaluation Of Fondaparinux (Also Called ARIXTRA) 2.5 mg Subcutaneously Once Daily For The Treatment Of Superficial Thrombophlebitis (Also Known As Superficial Vein Thrombosis),cardiovascular disease,"Thrombosis, Venous",GlaxoSmithKline,INDUSTRY,3002,2,227,17,2007-03,2009-07,True,3002,2948,54,1.8,Withdrawal by Subject (27); Lost to Follow-up (9); Other (7); Physician Decision (4); Adverse Event (3); Noncompliance (3); Did Not Meet Eligibility Criteria (1),Withdrawal by Subject,27.0,1
NCT00135707,Combined Antioxidant and Preeclampsia Prediction Studies (CAPPS),cardiovascular disease,Preeclampsia,The George Washington University Biostatistics Center,OTHER,10154,2,16,1,2003-06,2009-01,True,10154,9969,185,1.8,Lost to Follow-up (183); Withdrawal by Subject (1); Institutional review board request (1),Lost to Follow-up,183.0,1
NCT01535014,Clinical Trial of Safety and Efficacy of Various Dosage Schedules for Dietressa Drug in Treatment of Obese Patients,obesity,Obesity,Materia Medica Holding,INDUSTRY,493,4,17,1,2011-12-12,2013-06,True,493,484,0,1.8,,,,1
NCT00046228,A Study of Abciximab and Reteplase When Administered Prior to Catherization After a Myocardial Infarction (Finesse),cardiovascular disease,Myocardial Infarction,"Centocor, Inc.",INDUSTRY,2461,3,227,19,2002-08,2008-01,True,2452,2407,0,1.8,,,,2
NCT00843492,A Study to Evaluate the Efficacy and Safety of Fondaparinux for the Prevention of Venous Blood Clots in Patients With a Plaster Cast or Other Type of Immobilization for a Below-knee Injury Not Needing Surgery,cardiovascular disease,"Thrombosis, Venous",GlaxoSmithKline,INDUSTRY,1351,2,122,6,2008-12,2010-06,True,1243,1221,22,1.8,Lost to Follow-up (8); Withdrawal by Subject (4); Adverse Event (3); Investigator/Orthopedic Surgeon Decision (2); Orthopedic Surgery (2); Immobilization Stopped (1); Visit Not Performed (1); Deep-vein Thrombosis (1),Lost to Follow-up,8.0,1
NCT02662569,Safety and Efficacy of Evolocumab in Combination With Statin Therapy in Adults With Diabetes and Hyperlipidemia or Mixed Dyslipidemia,dyslipidemia,"Diabetes, Hyperlipidemia, Mixed Dyslipidemia",Amgen,INDUSTRY,986,4,110,10,2016-04-14,2017-12-06,True,986,968,18,1.8,Withdrawal by Subject (17); Lost to Follow-up (1),Withdrawal by Subject,17.0,1
NCT01344447,Gadobutrol Enhanced MRA of the Supra-aortic Vessels,cardiovascular disease,Carotid Stenosis,Bayer,INDUSTRY,479,1,56,14,2011-05-12,2014-05-28,True,479,471,8,1.7,Adverse Event (1); Protocol Violation (1); Withdrawal by Subject (1); The contrast was not seen (1); Physician Decision (1); MRA unsuccessful (1); Bolus tracking failed (1); Error of power injector (1),Adverse Event,1.0,1
NCT02984384,PREVENTion of Clot in Orthopaedic Trauma,cardiovascular disease,Blood Clot; Trauma,Major Extremity Trauma Research Consortium,OTHER,12424,2,21,2,2017-04-24,2022-02-18,True,12424,12211,0,1.7,,,,1
NCT00081731,Benefits of Medical Therapy Plus Stenting for Renal Atherosclerotic Lesions,cardiovascular disease,"Atherosclerosis; Cardiovascular Diseases; Hypertension, Renovascular; Renal Artery Obstruction",Baim Institute for Clinical Research,OTHER,947,2,1,1,2004-04,2013-09,True,947,931,16,1.7,scientific integrity issue (16),scientific integrity issue,16.0,1
NCT01732822,A Study Comparing Cardiovascular Effects of Ticagrelor and Clopidogrel in Patients With Peripheral Artery Disease,cardiovascular disease,Peripheral Artery Disease,AstraZeneca,INDUSTRY,13885,2,776,28,2012-12-04,2016-09-26,True,13885,13649,236,1.7,Withdrawal by Subject (236),Withdrawal by Subject,236.0,1
NCT02739984,Evaluation of Evolocumab (AMG 145) Efficacy in Diabetic Adults With Hypercholesterolemia/Mixed Dyslipidemia,diabetes type 2,Hypercholesterolemia; Mixed Dyslipidemia; Type 2 Diabetes,Amgen,INDUSTRY,424,2,66,7,2016-05-17,2017-08-03,True,424,417,7,1.7,Lost to Follow-up (3); Withdrawal by Subject (2); Sponsor Decision (1); Death (1),Lost to Follow-up,3.0,1
NCT02964247,LIRA-ADD2SGLT2i - Liraglutide Versus Placebo as add-on to SGLT2 Inhibitors.,diabetes type 2,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY,303,2,82,7,2017-03-03,2018-05-08,True,303,298,5,1.7,Withdrawal by Subject (3); Lost to Follow-up (2),Withdrawal by Subject,3.0,1
NCT04401293,Full Dose Heparin Vs. Prophylactic Or Intermediate Dose Heparin in High Risk COVID-19 Patients,cardiovascular disease,Sars-CoV2; COVID,Northwell Health,OTHER,257,2,6,1,2020-04-26,2021-05-14,True,257,253,4,1.6,Withdrawal by Subject (4),Withdrawal by Subject,4.0,1
NCT02254291,A Trial Comparing the Safety and Efficacy of Semaglutide Once Weekly Versus Sitagliptin Once Daily in Japanese Subjects With Type 2 Diabetes,diabetes type 2,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY,308,3,25,1,2014-10-02,2015-11-11,True,308,303,5,1.6,Withdrawal by Subject (4); Missing follow-up information (1),Withdrawal by Subject,4.0,1
NCT03914326,A Heart Disease Study of Semaglutide in Patients With Type 2 Diabetes,diabetes type 2,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY,9651,2,492,34,2019-06-17,2024-08-23,True,9651,9495,156,1.6,Lost to Follow-up (94); Withdrawal by Subject (61); Randomised more than once (1),Lost to Follow-up,94.0,1
NCT00162032,A Study to Evaluate the Use and Safety of CARDIOLITE® in Pediatric Patients With Kawasaki Disease,cardiovascular disease,Kawasaki Disease,Lantheus Medical Imaging,INDUSTRY,445,2,50,7,2005-08,2010-12,True,445,438,7,1.6,Lost to Follow-up (6); Reason not specified (1),Lost to Follow-up,6.0,1
NCT03811574,STEP 6: Research Study Investigating How Well Semaglutide Works in People Living With Overweight or Obesity,obesity,Overweight; Obesity,Novo Nordisk A/S,INDUSTRY,401,4,28,2,2019-01-21,2020-11-20,True,401,395,6,1.5,Withdrawal by Subject (6),Withdrawal by Subject,6.0,1
NCT04770532,"A Research Study to Compare Two Types of Insulin, a New Weekly Insulin, Insulin Icodec and an Available Daily Insulin, Insulin Degludec, in People With Type 2 Diabetes Who Use Daily Insulin",diabetes type 2,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY,526,2,88,9,2021-03-05,2022-03-01,True,526,518,8,1.5,Death (4); Withdrawal by Subject (3); Physician Decision (1),Death,4.0,1
NCT01730534,Multicenter Trial to Evaluate the Effect of Dapagliflozin on the Incidence of Cardiovascular Events,diabetes type 2,"Diabetes Mellitus, Non-Insulin-Dependent; High Risk for Cardiovascular Event",AstraZeneca,INDUSTRY,17190,2,805,34,2013-04-25,2018-09-11,True,17160,16906,254,1.5,Withdrawal by Subject (224); Lost to Follow-up (30),Withdrawal by Subject,224.0,1
NCT00396877,Efficacy And Safety Of Clopidogrel In Neonates /Infants With Systemic To Pulmonary Artery Shunt Palliation,cardiovascular disease,"Heart Defects, Congenital",Sanofi,INDUSTRY,906,2,31,31,2006-11,2010-02,True,906,892,14,1.5,Parent(s)/guardian(s)'s request (11); Lost to Follow-up (3),Parent(s)/guardian(s)'s request,11.0,1
NCT01413178,A Randomized Trial to Compare Busulfan + Melphalan 140 mg/m2 With Melphalan 200 mg/m2 as Preparative Regimen for Autologous Hematopoietic Stem Cell Transplantation for Multiple Myeloma,cardiovascular disease,Myeloma,M.D. Anderson Cancer Center,OTHER,205,2,1,1,2011-09-30,2019-03-10,True,205,202,3,1.5,Ineligible (2); Toxicity (1),Ineligible,2.0,1
NCT01087723,European Ambulance Acute Coronary Syndrome (ACS) Angiography Trial,cardiovascular disease,Acute Coronary Syndrome,The Medicines Company,INDUSTRY,2198,2,145,9,2010-03,2014-08,True,2198,2164,34,1.5,Withdrawal by Subject (23); Lost to Follow-up (5); Reason Not Specified (3); Physician Decision (2); 1 Year Visit Too Early (<335 days) (1),Withdrawal by Subject,23.0,1
NCT02540993,Efficacy and Safety of Finerenone in Subjects With Type 2 Diabetes Mellitus and Diabetic Kidney Disease,diabetes type 2,Chronic Kidney Disease,Bayer,INDUSTRY,5734,2,978,48,2015-09-17,2020-04-14,True,5734,5656,78,1.4,GCP violations (60); Withdrawal by Subject (10); Lost to Follow-up (8),GCP violations,60.0,1
NCT01072877,Efficacy and Safety Study of Polidocanol Injectable Foam for the Treatment of Saphenofemoral Junction (SFJ) Incompetence,cardiovascular disease,Varicose Veins,Boston Scientific Corporation,INDUSTRY,279,5,20,1,2010-12,2012-11,True,279,275,4,1.4,Lost to Follow-up (4),Lost to Follow-up,4.0,1
NCT03191396,Research Study Comparing a New Medicine Semaglutide to Liraglutide in People With Type 2 Diabetes,diabetes type 2,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY,577,2,92,12,2017-06-27,2018-08-13,True,577,569,8,1.4,Withdrawal by Subject (5); Lost to Follow-up (3),Withdrawal by Subject,5.0,1
NCT02545049,Efficacy and Safety of Finerenone in Subjects With Type 2 Diabetes Mellitus and the Clinical Diagnosis of Diabetic Kidney Disease,diabetes type 2,Diabetic Kidney Disease,Bayer,INDUSTRY,7352,2,975,48,2015-09-17,2021-02-02,True,7437,7334,103,1.4,GCP violations (85); Lost to Follow-up (10); Withdrawal by Subject (8),GCP violations,85.0,1
NCT01991795,A Study Comparing Cardiovascular Effects of Ticagrelor Versus Placebo in Patients With Type 2 Diabetes Mellitus,diabetes type 2,"Diabetes Mellitus, Type 2",AstraZeneca,INDUSTRY,19271,2,1237,43,2014-02-10,2019-01-25,True,19271,18999,272,1.4,Withdrawal by Subject (211); Site prematurely closed by sponsor (51); Lost to Follow-up (10),Withdrawal by Subject,211.0,1
NCT01318109,Efficacy and Safety of Alogliptin Used Combination With Metformin in Participants With Type 2 Diabetes in Japan,diabetes type 2,Type 2 Diabetes Mellitus,Takeda,INDUSTRY,288,3,0,0,2008-08,2009-04,True,288,284,4,1.4,Adverse Event (2); Withdrawal by Subject (1); Schedule Conflict (1),Adverse Event,2.0,1
NCT01080391,"Study Comparing Carfilzomib, Lenalidomide, and Dexamethasone (CRd) vs Lenalidomide and Dexamethasone (Rd) in Subjects With Relapsed Multiple Myeloma",cardiovascular disease,Relapsed Multiple Myeloma,Amgen,INDUSTRY,792,2,127,20,2010-07-14,2017-12-05,True,792,781,11,1.4,Randomized but not treated (11),Randomized but not treated,11.0,1
NCT02420262,A Clinical Trial Comparing Efficacy and Safety of Insulin Degludec/Liraglutide (IDegLira) Versus Basal-bolus Therapy in Subjects With Type 2 Diabetes Mellitus,diabetes type 2,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY,506,2,117,12,2015-07-26,2016-10-05,True,506,499,7,1.4,Withdrawal by Subject (5); Adverse Event (1); Unclassified (1),Withdrawal by Subject,5.0,1
NCT00916370,SPIRIT PRIME Clinical Trial,cardiovascular disease,Myocardial Ischemia; Coronary Artery Stenosis; Coronary Disease; Coronary Artery Disease; Coronary Restenosis,Abbott Medical Devices,INDUSTRY,525,2,62,2,2009-06,2014-02,True,505,498,7,1.4,Death (4); Withdrawal by Subject (2); Physician Decision (1),Death,4.0,1
NCT01084239,Multicenter Study to Rule Out Myocardial Infarction by Cardiac Computed Tomography,cardiovascular disease,Acute Coronary Syndrome; Myocardial Infarction; Unstable Angina Pectoris,Massachusetts General Hospital,OTHER,1000,2,1,1,2010-04,2012-03,True,1000,987,13,1.3,Lost to Follow-up (13),Lost to Follow-up,13.0,2
NCT01603602,BOTOX® Treatment in Pediatric Upper Limb Spasticity,cardiovascular disease,Pediatrics; Muscle Spasticity; Cerebral Palsy; Stroke,Allergan,INDUSTRY,235,3,45,9,2012-07-12,2017-07-06,True,235,232,3,1.3,Personal Reasons (2); Adverse Event (1),Personal Reasons,2.0,1
NCT01286558,Comparison in Japan T80/A5 (Telmisartan 80 mg and Amlodipine 5 mg) and T40/A5 (Telmisartan 40 mg and Amlodipine 5 mg),cardiovascular disease,Hypertension,Boehringer Ingelheim,INDUSTRY,225,2,8,1,2011-01,,True,225,222,3,1.3,Adverse Event (2); Withdrawal by Subject (1),Adverse Event,2.0,1
NCT01743001,Clinical Study to Evaluate the Effects of Macitentan on Exercise Capacity in Subjects With Eisenmenger Syndrome,cardiovascular disease,Pulmonary Arterial Hypertension,Actelion,INDUSTRY,226,2,55,21,2013-05-21,2016-12-01,True,226,223,3,1.3,Physician Decision (1); Pregnancy (1); Death (1),Physician Decision,1.0,1
NCT00049673,Thalidomide and Prednisone After Autologous Stem Cell Transplantation Multiple Myeloma,cardiovascular disease,Multiple Myeloma and Plasma Cell Neoplasm,NCIC Clinical Trials Group,NETWORK,332,2,18,1,2002-10-15,2013-09-19,True,332,328,4,1.2,No receive treatment/lost to follow-up (4),No receive treatment/lost to follow-up,4.0,1
NCT03057977,EMPagliflozin outcomE tRial in Patients With chrOnic heaRt Failure With Reduced Ejection Fraction (EMPEROR-Reduced),cardiovascular disease,Heart Failure,Boehringer Ingelheim,INDUSTRY,3730,2,520,20,2017-03-06,2020-05-28,True,3730,3688,1039,1.1,Adverse Event (680); Withdrawal by Subject (236); Lost to Follow-up (28); Lost to follow-up to primary endpoint (18); Patient decision to stop/interrupt medication (14); Not attending study visit (13); Protocol Violation (11); Patient moved away/being abroad (7); Other medical condition (no Adverse Event) (6); Unable to continue treatment (5); Due to Covid-19 Pandemic (5); Not treated (4); Limited follow-up agreed (4); Personal Reasons (2); Patient received Empagliflozin for Diabetes (2); Principle Investigator Decision (2); Reason Unknown (1); Unblinded medication (1),Adverse Event,680.0,2
NCT03473223,Study to Investigate CSL112 in Subjects With Acute Coronary Syndrome,cardiovascular disease,Acute Coronary Syndrome,CSL Behring,INDUSTRY,18226,2,903,49,2018-03-21,2023-11-17,True,18226,18022,204,1.1,Withdrawal by Subject (89); Indirect contact (61); Other (Not specified) (52); Lost to Follow-up (2),Withdrawal by Subject,89.0,1
NCT02819284,Safety and Efficacy of KPI-121 Compared to Placebo in Subjects With Dry Eye Disease,cardiovascular disease,Dry Eye Syndromes; Keratoconjunctivitis Sicca,"Kala Pharmaceuticals, Inc.",INDUSTRY,909,2,62,1,2016-06,2017-09,True,905,895,0,1.1,,,,1
NCT01344460,Gadobutrol Enhanced MRA of the Renal Arteries,cardiovascular disease,Renal Artery Obstruction,Bayer,INDUSTRY,317,1,70,13,2011-05,2012-07,True,315,312,3,1.0,Lost to Follow-up (2); Withdrawal by Subject (1),Lost to Follow-up,2.0,1
NCT01342081,DE-111 Against Tafluprost Ophthalmic Solution 0.0015% Alone and Concomitant Use of Tafluprost Ophthalmic Solution 0.0015% Plus Timolol Ophthalmic Solution 0.5%,hypertension,Open Angle Glaucoma; Ocular Hypertension,"Santen Pharmaceutical Co., Ltd.",INDUSTRY,489,3,1,1,2011-05,,True,489,484,5,1.0,Withdrawal by Subject (2); Did not receive allocated intervention (1); Adverse Event (1); Physician Decision (1),Withdrawal by Subject,2.0,1
NCT02065791,Evaluation of the Effects of Canagliflozin on Renal and Cardiovascular Outcomes in Participants With Diabetic Nephropathy,diabetes type 2,"Diabetes Mellitus, Type 2; Diabetic Nephropathy","Janssen Research & Development, LLC",INDUSTRY,4401,2,575,34,2014-02-17,2018-10-30,True,4401,4361,40,0.9,Lost to Follow-up (22); Withdrawal by Subject (16); Closed Site (2),Lost to Follow-up,22.0,1
NCT00092677,An Investigational Drug on Clinical Outcomes in Patients With Aortic Stenosis (Narrowing of the Major Blood Vessel of the Heart)(MK-0653A-043 AM4)(COMPLETED),cardiovascular disease,Aortic Stenosis,Organon and Co,INDUSTRY,1873,2,0,0,2001-01,2008-04,True,1873,1857,16,0.9,Adminstrative (14); Lost to Follow-up (2),Adminstrative,14.0,1
NCT00071032,Safety and Effectiveness of Two Blood Transfusion Strategies in Surgical Patients With Cardiovascular Disease,cardiovascular disease,Anemia; Hematologic Diseases; Cardiovascular Diseases; Heart Diseases; Myocardial Infarction; Thromboembolism; Pneumonia; Cerebrovascular Accident,"Rutgers, The State University of New Jersey",OTHER,2016,2,1,1,2003-07,2009-05,True,2016,1999,17,0.8,Withdrawal by Subject (14); Lost to Follow-up (2); Missing Primary Outcome (1),Withdrawal by Subject,14.0,1
